GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_04552	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04552	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04552	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04556	Biological Process	GO:0015031	protein transport	IEA
CNAG_04556	Cellular Component	GO:0030176	integral component of endoplasmic reticulum membrane	IEA
CNAG_04561	Molecular Function	GO:0004497	monooxygenase activity	IEA
CNAG_04561	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_04561	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04564	Molecular Function	GO:0051213	dioxygenase activity	IEA
CNAG_04567	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04567	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04567	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04570	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04571	Biological Process	GO:0000154	rRNA modification	IEA
CNAG_04571	Molecular Function	GO:0000179	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"	IEA
CNAG_04571	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04571	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_04571	Molecular Function	GO:0008649	rRNA methyltransferase activity	IEA
CNAG_04571	Molecular Function	GO:0052909	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity	IEA
CNAG_04574	Biological Process	GO:0006486	protein glycosylation	IEA
CNAG_04574	Molecular Function	GO:0016757	glycosyltransferase activity	IEA
CNAG_04574	Biological Process	GO:0019348	dolichol metabolic process	IEA
CNAG_04574	Cellular Component	GO:0030176	integral component of endoplasmic reticulum membrane	IEA
CNAG_04574	Molecular Function	GO:0030234	enzyme regulator activity	IEA
CNAG_04575	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04577	Molecular Function	GO:0004550	nucleoside diphosphate kinase activity	IEA
CNAG_04577	Biological Process	GO:0006165	nucleoside diphosphate phosphorylation	IEA
CNAG_04577	Biological Process	GO:0006183	GTP biosynthetic process	IEA
CNAG_04577	Biological Process	GO:0006228	UTP biosynthetic process	IEA
CNAG_04577	Biological Process	GO:0006241	CTP biosynthetic process	IEA
CNAG_04577	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_04579	Molecular Function	GO:0004377	"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity"	IEA
CNAG_04579	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04580	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04580	Molecular Function	GO:0004386	helicase activity	IEA
CNAG_04580	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04581	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04581	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04583	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04583	Biological Process	GO:0072720	response to dithiothreitol	HMP
CNAG_04583	Biological Process	GO:0072735	response to tert-butyl hydroperoxide	HMP
CNAG_04584	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04584	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04586	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04586	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04586	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04586	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04586	Biological Process	GO:0007618	mating	HMP
CNAG_04586	Biological Process	GO:0072720	response to dithiothreitol	HMP
CNAG_04586	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_04586	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_04588	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04588	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04588	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04588	Biological Process	GO:0009408	response to heat	HMP
CNAG_04588	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04588	Biological Process	GO:0042438	melanin biosynthetic process	HMP
CNAG_04588	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_04594	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04594	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04594	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04594	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04594	Biological Process	GO:0042542	response to hydrogen peroxide	HMP
CNAG_04594	Biological Process	GO:0072735	response to tert-butyl hydroperoxide	HMP
CNAG_04596	Molecular Function	GO:0004252	serine-type endopeptidase activity	IEA
CNAG_04596	Biological Process	GO:0006508	proteolysis	IEA
CNAG_04596	Molecular Function	GO:0008236	serine-type peptidase activity	IEA
CNAG_04597	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04597	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04597	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04599	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04599	Molecular Function	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	IEA
CNAG_04599	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_04599	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04599	Biological Process	GO:0006412	translation	IEA
CNAG_04599	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_04599	Biological Process	GO:0015940	pantothenate biosynthetic process	IEA
CNAG_04599	Biological Process	GO:0032259	methylation	IEA
CNAG_04600	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04600	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04600	Molecular Function	GO:0003916	DNA topoisomerase activity	IEA
CNAG_04600	Molecular Function	GO:0003917	"DNA topoisomerase type I (single strand cut, ATP-independent) activity"	IEA
CNAG_04600	Biological Process	GO:0006265	DNA topological change	IEA
CNAG_04600	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04601	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04601	Molecular Function	GO:0004372	glycine hydroxymethyltransferase activity	IEA
CNAG_04601	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_04601	Biological Process	GO:0019264	glycine biosynthetic process from serine	IEA
CNAG_04601	Molecular Function	GO:0030170	pyridoxal phosphate binding	IEA
CNAG_04601	Biological Process	GO:0032259	methylation	IEA
CNAG_04601	Biological Process	GO:0035999	tetrahydrofolate interconversion	IEA
CNAG_04601	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_04603	Biological Process	GO:0000076	DNA replication checkpoint signaling	IEA
CNAG_04603	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04603	Biological Process	GO:0006974	cellular response to DNA damage stimulus	IEA
CNAG_04603	Biological Process	GO:0007049	cell cycle	IEA
CNAG_04603	Biological Process	GO:0048478	replication fork protection	IEA
CNAG_04604	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_04604	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_04604	Molecular Function	GO:0004830	tryptophan-tRNA ligase activity	IEA
CNAG_04604	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04604	Biological Process	GO:0006418	tRNA aminoacylation for protein translation	IEA
CNAG_04604	Biological Process	GO:0006436	tryptophanyl-tRNA aminoacylation	IEA
CNAG_04605	Molecular Function	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	IEA
CNAG_04605	Biological Process	GO:0006694	steroid biosynthetic process	IEA
CNAG_04605	Molecular Function	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	IEA
CNAG_04605	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04606	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04606	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04607	Biological Process	GO:0015031	protein transport	IEA
CNAG_04607	Cellular Component	GO:0030173	integral component of Golgi membrane	IEA
CNAG_04608	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_04608	Biological Process	GO:0006465	signal peptide processing	IEA
CNAG_04608	Molecular Function	GO:0008233	peptidase activity	IEA
CNAG_04608	Cellular Component	GO:0016020	membrane	IEA
CNAG_04608	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04609	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04609	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04610	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04611	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04611	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_04612	Cellular Component	GO:0005743	mitochondrial inner membrane	IEA
CNAG_04612	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04612	Biological Process	GO:0032981	mitochondrial respiratory chain complex I assembly	IEA
CNAG_04613	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04613	Molecular Function	GO:0016887	ATP hydrolysis activity	IEA
CNAG_04614	Molecular Function	GO:0016829	lyase activity	IEA
CNAG_04614	Cellular Component	GO:0042597	periplasmic space	IEA
CNAG_04615	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04615	Molecular Function	GO:0031177	phosphopantetheine binding	IEA
CNAG_04616	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04616	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04616	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04617	Biological Process	GO:0015031	protein transport	IEA
CNAG_04617	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04617	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04618	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04618	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04618	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04618	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04619	Molecular Function	GO:0004252	serine-type endopeptidase activity	IEA
CNAG_04619	Biological Process	GO:0006508	proteolysis	IEA
CNAG_04619	Molecular Function	GO:0008236	serine-type peptidase activity	IEA
CNAG_04621	Molecular Function	GO:0004373	glycogen (starch) synthase activity	IEA
CNAG_04621	Biological Process	GO:0005978	glycogen biosynthetic process	IEA
CNAG_04622	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04625	Molecular Function	GO:0004252	serine-type endopeptidase activity	IEA
CNAG_04625	Cellular Component	GO:0005576	extracellular region	HDA
CNAG_04625	Biological Process	GO:0006508	proteolysis	IEA
CNAG_04625	Molecular Function	GO:0008236	serine-type peptidase activity	IEA
CNAG_04628	Biological Process	GO:0000054	ribosomal subunit export from nucleus	IEA
CNAG_04628	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_04628	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_04628	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04628	Biological Process	GO:0042256	mature ribosome assembly	IEA
CNAG_04628	Biological Process	GO:0042273	ribosomal large subunit biogenesis	IEA
CNAG_04628	Molecular Function	GO:0043022	ribosome binding	IEA
CNAG_04628	Molecular Function	GO:0043023	ribosomal large subunit binding	IEA
CNAG_04630	Molecular Function	GO:0003700	DNA-binding transcription factor activity	IEA
CNAG_04630	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04630	Biological Process	GO:0009651	response to salt stress	HMP
CNAG_04630	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_04630	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_04630	Biological Process	GO:0072735	response to tert-butyl hydroperoxide	HMP
CNAG_04630	Biological Process	GO:0072737	response to diamide	HMP
CNAG_04630	Biological Process	GO:1904576	response to tunicamycin	HMP
CNAG_04631	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_04631	Molecular Function	GO:0016301	kinase activity	IEA
CNAG_04631	Molecular Function	GO:0016773	"phosphotransferase activity, alcohol group as acceptor"	IEA
CNAG_04631	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_04632	Cellular Component	GO:0016020	membrane	IEA
CNAG_04632	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04632	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04632	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04633	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04634	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04634	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_04635	Molecular Function	GO:0004190	aspartic-type endopeptidase activity	IEA
CNAG_04635	Biological Process	GO:0006508	proteolysis	IEA
CNAG_04636	Biological Process	GO:0006915	apoptotic process	IEA
CNAG_04636	Molecular Function	GO:0008234	cysteine-type peptidase activity	IEA
CNAG_04637	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04637	Biological Process	GO:0042438	melanin biosynthetic process	IMP
CNAG_04638	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04638	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04639	Molecular Function	GO:0005085	guanyl-nucleotide exchange factor activity	IEA
CNAG_04640	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04640	Molecular Function	GO:0003878	ATP citrate synthase activity	IEA
CNAG_04640	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04640	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04640	Biological Process	GO:0006085	acetyl-CoA biosynthetic process	IEA
CNAG_04640	Biological Process	GO:0006101	citrate metabolic process	IEA
CNAG_04640	Biological Process	GO:0006629	lipid metabolic process	IEA
CNAG_04640	Biological Process	GO:0015976	carbon utilization	IMP
CNAG_04640	Biological Process	GO:0031505	fungal-type cell wall organization	IMP
CNAG_04640	Biological Process	GO:0042438	melanin biosynthetic process	IMP
CNAG_04640	Biological Process	GO:0042493	response to drug	IMP
CNAG_04640	Biological Process	GO:0045230	capsule organization	IMP
CNAG_04640	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04640	Molecular Function	GO:0046912	"acyltransferase, acyl groups converted into alkyl on transfer"	IEA
CNAG_04641	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04641	Biological Process	GO:0006383	transcription by RNA polymerase III	IEA
CNAG_04642	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04642	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_04646	Cellular Component	GO:0000214	tRNA-intron endonuclease complex	IEA
CNAG_04646	Biological Process	GO:0000379	tRNA-type intron splice site recognition and cleavage	IEA
CNAG_04646	Biological Process	GO:0006388	"tRNA splicing, via endonucleolytic cleavage and ligation"	IEA
CNAG_04647	Molecular Function	GO:0000287	magnesium ion binding	IEA
CNAG_04647	Molecular Function	GO:0004363	glutathione synthase activity	IEA
CNAG_04647	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04647	Biological Process	GO:0006750	glutathione biosynthetic process	IEA
CNAG_04647	Molecular Function	GO:0016874	ligase activity	IEA
CNAG_04647	Molecular Function	GO:0042803	protein homodimerization activity	IEA
CNAG_04647	Molecular Function	GO:0043295	glutathione binding	IEA
CNAG_04648	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04648	Biological Process	GO:0007064	mitotic sister chromatid cohesion	IEA
CNAG_04648	Biological Process	GO:0051301	cell division	IEA
CNAG_04649	Molecular Function	GO:0008080	N-acetyltransferase activity	IEA
CNAG_04650	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04650	Biological Process	GO:0006338	chromatin remodeling	IEA
CNAG_04651	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04652	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_04652	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04654	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04655	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_04655	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_04656	Molecular Function	GO:0004057	arginyltransferase activity	IEA
CNAG_04656	Biological Process	GO:0016598	protein arginylation	IEA
CNAG_04658	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04659	Molecular Function	GO:0000287	magnesium ion binding	IEA
CNAG_04659	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04659	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_04659	Molecular Function	GO:0016831	carboxy-lyase activity	IEA
CNAG_04659	Molecular Function	GO:0030976	thiamine pyrophosphate binding	IEA
CNAG_04659	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_04662	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04662	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04664	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_04664	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04665	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04666	Cellular Component	GO:0000502	proteasome complex	IEA
CNAG_04666	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04666	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04666	Molecular Function	GO:0008233	peptidase activity	IEA
CNAG_04666	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04666	Biological Process	GO:0030163	protein catabolic process	IEA
CNAG_04668	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04668	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_04669	Molecular Function	GO:0004605	phosphatidate cytidylyltransferase activity	IEA
CNAG_04669	Cellular Component	GO:0005743	mitochondrial inner membrane	IEA
CNAG_04669	Biological Process	GO:0016024	CDP-diacylglycerol biosynthetic process	IEA
CNAG_04669	Biological Process	GO:0032049	cardiolipin biosynthetic process	IEA
CNAG_04670	Cellular Component	GO:0005643	nuclear pore	IEA
CNAG_04671	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04674	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04676	Molecular Function	GO:0003872	6-phosphofructokinase activity	IEA
CNAG_04676	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04676	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04676	Biological Process	GO:0006002	fructose 6-phosphate metabolic process	IEA
CNAG_04676	Biological Process	GO:0006096	glycolytic process	IEA
CNAG_04676	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04677	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04677	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_04677	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04678	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_04678	Molecular Function	GO:0004674	protein serine/threonine kinase activity	IEA
CNAG_04678	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04678	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_04678	Biological Process	GO:0007618	mating	HMP
CNAG_04678	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04678	Biological Process	GO:0036245	cellular response to menadione	HMP
CNAG_04678	Biological Process	GO:0042493	response to drug	IMP
CNAG_04678	Biological Process	GO:0046677	response to antibiotic	IMP
CNAG_04678	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_04678	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_04678	Biological Process	GO:0071236	cellular response to antibiotic	HMP
CNAG_04678	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_04678	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_04678	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_04678	Biological Process	GO:0072709	cellular response to sorbitol	HMP
CNAG_04678	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_04678	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_04678	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_04678	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_04678	Biological Process	GO:0090153	regulation of sphingolipid biosynthetic process	IMP
CNAG_04678	Biological Process	GO:1901355	response to rapamycin	IMP
CNAG_04678	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_04678	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_04678	Biological Process	GO:1905182	positive regulation of urease activity	HMP
CNAG_04681	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04681	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04682	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04682	Biological Process	GO:0006260	DNA replication	IEA
CNAG_04683	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_04683	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04684	Cellular Component	GO:0000139	Golgi membrane	IEA
CNAG_04684	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_04684	Biological Process	GO:0006886	intracellular protein transport	IEA
CNAG_04684	Biological Process	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	IEA
CNAG_04684	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04684	Cellular Component	GO:0030127	COPII vesicle coat	IEA
CNAG_04684	Biological Process	GO:0090114	COPII-coated vesicle budding	IEA
CNAG_04686	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04686	Molecular Function	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	IEA
CNAG_04686	Molecular Function	GO:0043175	RNA polymerase core enzyme binding	IEA
CNAG_04686	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04686	Biological Process	GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain	IEA
CNAG_04687	Biological Process	GO:0006629	lipid metabolic process	IEA
CNAG_04687	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04687	Molecular Function	GO:0016717	"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	IEA
CNAG_04687	Molecular Function	GO:0020037	heme binding	IEA
CNAG_04687	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04687	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04688	Molecular Function	GO:0016627	"oxidoreductase activity, acting on the CH-CH group of donors"	IEA
CNAG_04688	Molecular Function	GO:0050660	flavin adenine dinucleotide binding	IEA
CNAG_04688	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04689	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04690	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04690	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04691	Biological Process	GO:0030447	filamentous growth	IMP
CNAG_04692	Molecular Function	GO:0004799	thymidylate synthase activity	IEA
CNAG_04692	Biological Process	GO:0006231	dTMP biosynthetic process	IEA
CNAG_04692	Biological Process	GO:0006235	dTTP biosynthetic process	IEA
CNAG_04692	Biological Process	GO:0032259	methylation	IEA
CNAG_04693	Biological Process	GO:0042493	response to drug	IMP
CNAG_04693	Biological Process	GO:0046677	response to antibiotic	IMP
CNAG_04693	Biological Process	GO:0090153	regulation of sphingolipid biosynthetic process	IGI
CNAG_04693	Biological Process	GO:1901355	response to rapamycin	IMP
CNAG_04694	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04696	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04697	Molecular Function	GO:0005096	GTPase activator activity	IEA
CNAG_04700	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04702	Molecular Function	GO:0003712	transcription coregulator activity	IEA
CNAG_04702	Biological Process	GO:0006357	regulation of transcription by RNA polymerase II	IEA
CNAG_04702	Cellular Component	GO:0016592	mediator complex	IEA
CNAG_04703	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04704	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04704	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04704	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04705	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04705	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_04705	Molecular Function	GO:0016772	"transferase activity, transferring phosphorus-containing groups"	IEA
CNAG_04707	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04709	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_04709	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04709	Biological Process	GO:0006412	translation	IEA
CNAG_04710	Molecular Function	GO:0015095	magnesium ion transmembrane transporter activity	IEA
CNAG_04710	Biological Process	GO:0015693	magnesium ion transport	IEA
CNAG_04710	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04712	Biological Process	GO:0006839	mitochondrial transport	IEA
CNAG_04712	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04712	Cellular Component	GO:0031966	mitochondrial membrane	IEA
CNAG_04713	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_04713	Molecular Function	GO:0016829	lyase activity	IEA
CNAG_04713	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04714	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04714	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04714	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04715	Cellular Component	GO:0005783	endoplasmic reticulum	IEA
CNAG_04715	Biological Process	GO:0006486	protein glycosylation	IEA
CNAG_04715	Cellular Component	GO:0008250	oligosaccharyltransferase complex	IEA
CNAG_04715	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04715	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_04716	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04716	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04716	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04718	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04719	Biological Process	GO:0006812	cation transport	IEA
CNAG_04719	Molecular Function	GO:0008324	cation transmembrane transporter activity	IEA
CNAG_04719	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04720	Molecular Function	GO:0005509	calcium ion binding	IEA
CNAG_04721	Biological Process	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	IEA
CNAG_04721	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04721	Molecular Function	GO:0008047	enzyme activator activity	IEA
CNAG_04721	Biological Process	GO:0043085	positive regulation of catalytic activity	IEA
CNAG_04724	Molecular Function	GO:0004842	ubiquitin-protein transferase activity	IEA
CNAG_04724	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04724	Molecular Function	GO:0016874	ligase activity	IEA
CNAG_04726	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_04726	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04726	Biological Process	GO:0006412	translation	IEA
CNAG_04728	Molecular Function	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	IEA
CNAG_04728	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04728	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_04729	Molecular Function	GO:0003676	nucleic acid binding	IEA
